295 -7591.18 2.7
296 -7572.39 6
297 -7553.08 4.5
298 -7530.84 4.2
299 -7514.59 4.7
300 -7495.01 5.5
301 -7474.78 4
302 -7457.68 5.7
303 -7442.47 2.7
304 -7423.89 4
305 -7401.86 6.2
